age_group,ICB22CD,ICB22NM,SICBL22CD,SICBL22NM,IMD_Decile,rural_urban,gender,mh_symptom,mhsds_flag,Der_Financial_Year,MDS_Primary_Split,calls,cost
75+,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,NULL,Urban,female,0,0,2021/22,Recommended to Attend A&E,806,9672
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000006,NHS South Yorkshire ICB - 02P,8,Urban,male,1,1,2021/22,NULL,1,24
75+,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,8,Urban,male,0,1,2019/20,Ambulance Dispatches,68,1128
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000024,NHS Greater Manchester ICB - 00V,6,Urban,female,0,0,2020/21,Not Recommended to Attend Other Service,47,768
35-59,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,6,Urban,female,0,0,2019/20,Ambulance Dispatches,41,732
60-74,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000122,NHS Humber and North Yorkshire ICB - 03K,7,Urban,male,0,1,2020/21,Ambulance Dispatches,3,48
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,5,Urban,female,0,0,2020/21,5.26 (Other Service),54,960
75+,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000086,NHS Suffolk and North East Essex ICB - 06L,6,Rural,female,1,1,2021/22,Recommended to Attend A&E,7,168
20-34,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000233,NHS Cheshire and Merseyside ICB - 27D,9,Rural,NULL,0,1,2021/22,NULL,10,204
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,5,Urban,female,0,0,2020/21,Ambulance Dispatches,15,300
0-19,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,9,Urban,NULL,0,0,2021/22,NULL,1,24
0-19,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,6,Rural,male,0,0,2021/22,5.27b (Home Care),1,12
35-59,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,3,Urban,NULL,0,0,2020/21,Recommended to Attend Primary and Community Care,1,24
75+,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000172,NHS Cheshire and Merseyside ICB - 01X,10,Urban,male,0,1,2020/21,NULL,1,12
0-19,E54000054,NHS West Yorkshire Integrated Care Board,E38000254,NHS West Yorkshire ICB - X2C4Y,1,Urban,female,0,1,2021/22,5.23 (Ambulance),23,468
35-59,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,NHS Hertfordshire and West Essex ICB - 06K,8,Rural,male,0,1,2020/21,Recommended to Attend A&E,11,168
0-19,E54000018,NHS Coventry and Warwickshire Integrated Care Board,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,8,Urban,male,0,1,2020/21,Recommended to Attend Other Service,6,108
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,10,Rural,male,0,0,2020/21,5.23 (Ambulance),1,24
0-19,E54000018,NHS Coventry and Warwickshire Integrated Care Board,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,2,Urban,male,0,0,2021/22,NULL,3,60
35-59,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,4,Urban,male,0,1,2019/20,NULL,293,4848
35-59,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,9,Urban,male,0,1,2020/21,Recommended to Attend Other Service,74,1440
60-74,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000176,NHS North East and North Cumbria ICB - 00P,NULL,Urban,female,0,0,2020/21,NULL,1,12
20-34,E54000018,NHS Coventry and Warwickshire Integrated Care Board,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,6,Rural,male,0,1,2019/20,Not Recommended to Attend Other Service,34,516
75+,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,5,Urban,male,0,0,2020/21,Not Recommended to Attend Other Service,92,1596
0-19,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,10,Urban,male,0,0,2019/20,NULL,12,240
75+,E54000030,NHS South East London Integrated Care Board,E38000244,NHS South East London ICB - 72Q,NULL,Urban,female,0,1,2019/20,5.26 (Other Service),140,1680
60-74,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,9,Urban,male,0,0,2020/21,Ambulance Dispatches,2,24
35-59,E54000022,NHS Norfolk and Waveney Integrated Care Board,E38000239,NHS Norfolk and Waveney ICB - 26A,8,Rural,female,0,1,2019/20,5.27b (Home Care),1,12
0-19,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,6,Urban,male,0,1,2020/21,Ambulance Dispatches,18,288
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,9,Rural,male,0,0,2020/21,5.27b (Home Care),2,24
75+,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,9,Rural,male,0,1,2020/21,5.26 (Other Service),2,36
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000217,NHS Greater Manchester ICB - 14L,4,Urban,female,0,0,2020/21,Not Recommended to Attend Other Service,162,3036
0-19,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000221,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,4,Urban,female,1,0,2021/22,Recommended to Attend A&E,1,12
20-34,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,1,Urban,male,0,0,2021/22,NULL,204,3744
60-74,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000117,NHS Suffolk and North East Essex ICB - 06T,10,Urban,female,0,1,2021/22,Not Recommended to Attend Other Service,7,108
35-59,E54000053,NHS Sussex Integrated Care Board,E38000235,NHS Sussex ICB - 97R,10,Rural,male,0,1,2021/22,NULL,1,24
0-19,E54000054,NHS West Yorkshire Integrated Care Board,E38000025,NHS West Yorkshire ICB - 02T,7,Urban,male,0,0,2019/20,Recommended to Attend Other Service,9,120
0-19,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,9,Urban,male,0,1,2019/20,5.26 (Other Service),30,540
75+,E54000029,NHS North East London Integrated Care Board,E38000255,NHS North East London ICB - A3A8R,NULL,Urban,male,0,1,2021/22,Recommended to Attend Other Service,677,8124
20-34,E54000057,NHS Greater Manchester Integrated Care Board,E38000024,NHS Greater Manchester ICB - 00V,9,Rural,male,0,0,2019/20,Not Recommended to Attend Other Service,4,96
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000200,NHS Lancashire and South Cumbria ICB - 02G,7,Urban,female,0,0,2020/21,Recommended to Attend Other Service,3,48
0-19,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,9,Urban,female,0,1,2020/21,Ambulance Dispatches,20,396
60-74,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,2,Rural,male,0,0,2019/20,Not Recommended to Attend Other Service,11,216
35-59,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,3,Urban,female,1,1,2021/22,Recommended to Attend Primary and Community Care,2,24
60-74,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000051,NHS Leicester Leicestershire and Rutland ICB - 03W,6,Urban,male,0,1,2019/20,Recommended to Attend A&E,11,144
60-74,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,7,Urban,male,0,0,2020/21,Recommended to Attend Other Service,29,420
20-34,E54000055,NHS Birmingham and Solihull Integrated Care Board,E38000258,NHS Birmingham and Solihull ICB - 15E,8,Urban,female,0,1,2020/21,Recommended to Attend A&E,96,1620
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,10,Urban,female,0,0,2019/20,Recommended to Attend A&E,25,492
0-19,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,10,Urban,male,0,0,2021/22,Recommended to Attend Primary and Community Care,40,480
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,NULL,Urban,female,0,0,2019/20,Recommended to Attend Primary and Community Care,1588,19056
35-59,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,2,Urban,male,0,0,2019/20,NULL,35,588
35-59,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,7,Rural,female,1,1,2020/21,5.23 (Ambulance),2,24
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000254,NHS West Yorkshire ICB - X2C4Y,2,Urban,female,0,0,2019/20,Recommended to Attend Primary and Community Care,1987,37068
60-74,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000085,NHS Humber and North Yorkshire ICB - 03F,3,Urban,female,0,0,2020/21,Recommended to Attend Other Service,11,216
20-34,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,8,Urban,male,0,0,2019/20,Recommended to Attend Other Service,6,132
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,9,Rural,male,0,1,2021/22,Recommended to Attend Primary and Community Care,26,348
0-19,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,7,Rural,female,0,0,2021/22,5.23 (Ambulance),10,144
60-74,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,NULL,Rural,male,0,1,2019/20,Not Recommended to Attend Other Service,13,156
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000135,NHS Greater Manchester ICB - 00Y,7,Urban,female,0,1,2021/22,5.26 (Other Service),1,24
20-34,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,NULL,Urban,female,0,0,2021/22,5.26 (Other Service),1766,21192
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000030,NHS Mid and South Essex ICB - 99F,8,Urban,female,1,0,2020/21,Ambulance Dispatches,1,12
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,8,Urban,female,1,0,2021/22,Recommended to Attend Primary and Community Care,2,36
0-19,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000172,NHS Cheshire and Merseyside ICB - 01X,NULL,Rural,female,0,0,2020/21,Recommended to Attend Other Service,8,96
75+,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000068,NHS Cheshire and Merseyside ICB - 01F,5,Urban,male,0,0,2019/20,Recommended to Attend A&E,1,12
35-59,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,10,Urban,male,1,1,2021/22,Not Recommended to Attend Other Service,1,24
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,2,Urban,male,0,0,2021/22,5.26 (Other Service),24,384
0-19,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,3,Urban,female,0,1,2019/20,Recommended to Attend Primary and Community Care,393,6792
35-59,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000212,NHS North East and North Cumbria ICB - 13T,6,Rural,female,0,0,2020/21,5.26 (Other Service),3,36
35-59,E54000029,NHS North East London Integrated Care Board,E38000255,NHS North East London ICB - A3A8R,4,Urban,female,1,0,2021/22,Recommended to Attend Other Service,1,12
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000226,NHS Lancashire and South Cumbria ICB - 02M,5,Rural,male,0,0,2021/22,5.26 (Other Service),1,24
0-19,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,10,Urban,male,0,0,2019/20,5.23 (Ambulance),77,1560
60-74,E54000054,NHS West Yorkshire Integrated Care Board,E38000225,NHS West Yorkshire ICB - 15F,3,Urban,male,0,1,2021/22,Recommended to Attend Other Service,35,636
35-59,E54000052,NHS Surrey Heartlands Integrated Care Board,E38000246,NHS Surrey Heartlands ICB - 92A,6,Urban,male,0,1,2021/22,Recommended to Attend Primary and Community Care,489,8448
20-34,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,8,Rural,male,0,1,2021/22,Recommended to Attend Other Service,3,36
0-19,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,9,Urban,female,0,0,2019/20,5.23 (Ambulance),118,1944
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,8,Urban,female,0,1,2020/21,NULL,9,120
0-19,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000200,NHS Lancashire and South Cumbria ICB - 02G,NULL,Urban,female,0,1,2019/20,Recommended to Attend Primary and Community Care,190,2280
20-34,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,6,Urban,female,0,0,2021/22,Recommended to Attend Other Service,15,252
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000228,NHS Lancashire and South Cumbria ICB - 01K,4,Urban,female,0,0,2019/20,Recommended to Attend A&E,23,432
35-59,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,NHS Hertfordshire and West Essex ICB - 06N,8,Urban,male,0,0,2019/20,Ambulance Dispatches,15,252
0-19,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,4,Urban,male,0,1,2020/21,5.23 (Ambulance),20,300
0-19,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,1,Rural,male,1,0,2020/21,Recommended to Attend Primary and Community Care,1,12
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000119,NHS Humber and North Yorkshire ICB - 03H,2,Urban,male,0,0,2021/22,Recommended to Attend Other Service,2,48
60-74,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,9,Urban,female,0,1,2019/20,5.27b (Home Care),2,48
35-59,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,NULL,Rural,female,0,1,2019/20,NULL,5,60
35-59,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,NULL,Rural,male,0,1,2019/20,NULL,5,60
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000141,NHS South Yorkshire ICB - 03L,6,Rural,female,0,0,2020/21,Recommended to Attend Other Service,1,12
35-59,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,9,Rural,female,0,0,2020/21,NULL,5,96
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000205,NHS Greater Manchester ICB - 02H,7,Rural,female,0,1,2019/20,Ambulance Dispatches,2,36
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,1,Urban,female,0,0,2021/22,NULL,1,24
60-74,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,2,Urban,female,0,1,2019/20,Ambulance Dispatches,86,1620
20-34,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,2,Urban,female,0,1,2019/20,Recommended to Attend Primary and Community Care,148,2052
35-59,E54000059,NHS Northamptonshire Integrated Care Board,E38000262,NHS Northamptonshire ICB - 78H,5,Urban,male,0,0,2019/20,5.27b (Home Care),16,276
75+,E54000057,NHS Greater Manchester Integrated Care Board,E38000174,NHS Greater Manchester ICB - 01W,8,Urban,female,0,0,2019/20,NULL,20,396
60-74,E54000018,NHS Coventry and Warwickshire Integrated Care Board,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,5,Urban,male,0,1,2020/21,5.26 (Other Service),19,300
75+,E54000057,NHS Greater Manchester Integrated Care Board,E38000016,NHS Greater Manchester ICB - 00T,NULL,Urban,female,0,0,2019/20,Recommended to Attend Primary and Community Care,532,6384
35-59,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,5,Urban,female,1,1,2019/20,Not Recommended to Attend Other Service,2,48
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000194,NHS Cheshire and Merseyside ICB - 02E,8,Rural,male,0,0,2020/21,Recommended to Attend Primary and Community Care,34,660
0-19,E54000026,NHS Mid and South Essex Integrated Care Board,E38000007,NHS Mid and South Essex ICB - 99E,3,Urban,female,0,1,2019/20,Ambulance Dispatches,17,264
35-59,E54000057,NHS Greater Manchester Integrated Care Board,E38000205,NHS Greater Manchester ICB - 02H,2,Rural,female,0,0,2021/22,NULL,1,12
20-34,E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,E38000257,NHS Shropshire Telford and Wrekin ICB - M2L0M,3,Urban,male,0,1,2020/21,Not Recommended to Attend Other Service,106,2160
60-74,E54000054,NHS West Yorkshire Integrated Care Board,E38000254,NHS West Yorkshire ICB - X2C4Y,NULL,Urban,male,0,0,2019/20,Not Recommended to Attend Other Service,302,3624
75+,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000051,NHS Leicester Leicestershire and Rutland ICB - 03W,10,Urban,male,0,1,2020/21,Not Recommended to Attend Other Service,73,1524
0-19,E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,E38000257,NHS Shropshire Telford and Wrekin ICB - M2L0M,NULL,Rural,female,0,1,2021/22,5.23 (Ambulance),12,144
35-59,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,7,Urban,male,0,0,2019/20,Recommended to Attend Primary and Community Care,971,16956
75+,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000188,NHS Humber and North Yorkshire ICB - 03Q,7,Urban,female,0,0,2020/21,5.27b (Home Care),3,60
35-59,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000086,NHS Suffolk and North East Essex ICB - 06L,1,Urban,male,0,0,2020/21,5.26 (Other Service),38,888
0-19,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,8,Rural,female,0,1,2021/22,5.23 (Ambulance),18,216
75+,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000101,NHS Cheshire and Merseyside ICB - 99A,1,Urban,female,0,0,2021/22,Recommended to Attend Primary and Community Care,651,14904
0-19,E54000055,NHS Birmingham and Solihull Integrated Care Board,E38000258,NHS Birmingham and Solihull ICB - 15E,6,Rural,male,0,1,2021/22,Not Recommended to Attend Other Service,1,12
0-19,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,10,Urban,male,0,0,2020/21,Not Recommended to Attend Other Service,107,2220
0-19,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000226,NHS Lancashire and South Cumbria ICB - 02M,10,Rural,male,0,1,2020/21,NULL,1,24
35-59,E54000057,NHS Greater Manchester Integrated Care Board,E38000263,NHS Greater Manchester ICB - 01Y,2,Urban,male,0,0,2020/21,Ambulance Dispatches,98,1860
0-19,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,8,Urban,female,0,0,2021/22,NULL,478,7728
60-74,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000223,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,8,Rural,NULL,0,0,2021/22,Not Recommended to Attend Other Service,1,24
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000006,NHS South Yorkshire ICB - 02P,NULL,Rural,female,0,0,2019/20,5.23 (Ambulance),1,12
75+,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,7,Rural,male,0,0,2019/20,Recommended to Attend A&E,29,540
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000080,NHS Greater Manchester ICB - 01D,NULL,Urban,female,0,0,2019/20,Recommended to Attend A&E,475,5700
60-74,E54000026,NHS Mid and South Essex Integrated Care Board,E38000007,NHS Mid and South Essex ICB - 99E,8,Urban,female,0,0,2021/22,NULL,2,36
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000024,NHS Greater Manchester ICB - 00V,2,Urban,female,0,0,2020/21,Ambulance Dispatches,21,360
0-19,E54000061,NHS South Yorkshire Integrated Care Board,E38000006,NHS South Yorkshire ICB - 02P,NULL,Urban,female,1,0,2020/21,Not Recommended to Attend Other Service,1,12
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,5,Urban,male,0,1,2020/21,Recommended to Attend A&E,8,144
0-19,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,2,Rural,male,0,1,2019/20,Not Recommended to Attend Other Service,4,96
75+,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,9,Urban,male,0,1,2021/22,Recommended to Attend A&E,12,216
75+,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000221,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,6,Rural,female,0,0,2020/21,Recommended to Attend A&E,5,72
0-19,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,7,Urban,female,0,1,2019/20,Not Recommended to Attend Other Service,143,2436
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000085,NHS Humber and North Yorkshire ICB - 03F,3,Urban,female,1,1,2020/21,NULL,1,24
35-59,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,6,Rural,female,0,1,2019/20,Ambulance Dispatches,4,60
0-19,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,6,Urban,male,0,1,2021/22,5.23 (Ambulance),1,24
35-59,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,1,Urban,female,0,1,2021/22,Recommended to Attend A&E,85,1860
35-59,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000097,NHS Leicester Leicestershire and Rutland ICB - 04C,9,Urban,male,1,1,2021/22,Recommended to Attend A&E,2,36
20-34,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,4,Rural,male,0,1,2021/22,Not Recommended to Attend Other Service,41,624
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000007,NHS Mid and South Essex ICB - 99E,1,Urban,female,0,1,2021/22,Ambulance Dispatches,8,168
0-19,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,1,Urban,female,0,0,2021/22,Recommended to Attend A&E,12,204
0-19,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,3,Urban,female,0,0,2021/22,Recommended to Attend Other Service,103,2112
60-74,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,6,Urban,male,0,0,2021/22,5.27b (Home Care),5,84
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000141,NHS South Yorkshire ICB - 03L,6,Urban,male,0,1,2021/22,Recommended to Attend A&E,13,228
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000135,NHS Greater Manchester ICB - 00Y,4,Urban,male,0,0,2020/21,Ambulance Dispatches,34,444
35-59,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,8,Rural,male,1,1,2019/20,5.23 (Ambulance),1,12
0-19,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000233,NHS Cheshire and Merseyside ICB - 27D,9,Rural,female,0,1,2020/21,NULL,10,156
75+,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,2,Rural,female,0,1,2020/21,Recommended to Attend Primary and Community Care,35,684
0-19,E54000037,NHS Devon Integrated Care Board,E38000230,NHS Devon ICB - 15N,3,Urban,female,0,1,2021/22,Recommended to Attend Primary and Community Care,29,576
20-34,E54000057,NHS Greater Manchester Integrated Care Board,E38000080,NHS Greater Manchester ICB - 01D,4,Urban,male,0,0,2020/21,Not Recommended to Attend Other Service,65,1200
75+,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,6,Urban,male,0,0,2021/22,Not Recommended to Attend Other Service,56,1104
60-74,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000086,NHS Suffolk and North East Essex ICB - 06L,10,Rural,male,0,0,2021/22,Recommended to Attend A&E,12,240
35-59,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,5,Urban,male,0,1,2020/21,Recommended to Attend A&E,67,1116
60-74,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,10,Urban,female,0,0,2021/22,Recommended to Attend Primary and Community Care,407,8688
0-19,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,2,Urban,male,0,1,2019/20,Not Recommended to Attend Other Service,58,1032
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000052,NHS Humber and North Yorkshire ICB - 02Y,7,Rural,female,0,1,2020/21,5.23 (Ambulance),37,600
0-19,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000101,NHS Cheshire and Merseyside ICB - 99A,5,Urban,male,0,1,2020/21,5.23 (Ambulance),5,84
75+,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,9,Urban,female,0,1,2019/20,Recommended to Attend Other Service,33,516
