ICB23CD,ICB23NM,Der_Financial_Year,toa,mh_snomed,attends
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,2,1,972
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,19,1,4736
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,8,0,2033
E54000029,NHS North East London Integrated Care Board,2019/20,21,0,11578
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,0,1,88
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,10,1,490
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,4,0,2067
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,18,1,13142
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2018/19,14,1,6156
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2017/18,23,1,5319
E54000062,NHS Black Country Integrated Care Board,2020/21,9,1,17550
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,4,1,98
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,1,2145
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,19,1,6239
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,8,0,28457
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,20,0,27699
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2017/18,10,1,21034
E54000027,NHS North West London Integrated Care Board,2021/22,6,0,3345
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,21,0,4327
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,15,0,4944
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,12,1,998
E54000027,NHS North West London Integrated Care Board,2017/18,16,0,8764
E54000026,NHS Mid and South Essex Integrated Care Board,2018/19,3,0,746
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,23,0,400
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,18,0,9697
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,9,1,908
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,5,1,41
E54000062,NHS Black Country Integrated Care Board,2020/21,11,1,17534
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,21,1,8908
E54000031,NHS South West London Integrated Care Board,2020/21,20,0,8909
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,18,0,7183
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,11,1,19583
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,12,0,4002
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,1,1,4739
E54000062,NHS Black Country Integrated Care Board,2019/20,4,1,734
E54000038,NHS Somerset Integrated Care Board,2019/20,11,1,500
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,1,0,9336
E54000062,NHS Black Country Integrated Care Board,2021/22,2,0,109
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,23,0,268
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,23,0,9150
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,2,0,1269
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,4,1,2614
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,1,135
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2018/19,18,1,14327
E54000034,NHS Frimley Integrated Care Board,2020/21,13,0,4016
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,7,0,819
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,20,1,8684
E54000030,NHS South East London Integrated Care Board,2017/18,2,1,1272
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,21,0,18285
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,12,1,8876
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,16,0,16202
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,3,0,5573
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,3,0,1790
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,18,0,7093
E54000038,NHS Somerset Integrated Care Board,2021/22,9,1,405
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,10,1,20638
E54000038,NHS Somerset Integrated Care Board,2019/20,4,1,88
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,19,1,1201
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,18,0,21387
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,5,1,2697
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,2,0,1158
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,11,0,5654
E54000038,NHS Somerset Integrated Care Board,2018/19,23,1,1701
NULL,NULL,2017/18,0,1,2
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,20,1,751
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,8,1,8609
E54000037,NHS Devon Integrated Care Board,2020/21,20,1,342
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,16,1,6788
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,6,0,2119
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,16,1,623
E54000027,NHS North West London Integrated Care Board,2020/21,7,0,5910
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,4,0,4871
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2018/19,23,1,3951
E54000064,NHS Sussex Integrated Care Board,2020/21,1,0,204
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,23,1,9347
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,14,0,5183
E54000041,NHS Dorset Integrated Care Board,2020/21,7,0,4666
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,6,0,845
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,19,1,4088
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,11,1,14576
E54000041,NHS Dorset Integrated Care Board,2021/22,1,0,2197
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,4,1,874
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,19,1,15119
E54000034,NHS Frimley Integrated Care Board,2018/19,12,0,1917
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,3,1,138
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,1,1,2100
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,0,5201
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,13,1,645
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2018/19,6,0,6090
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2017/18,2,0,470
E54000064,NHS Sussex Integrated Care Board,2020/21,7,1,531
E54000058,NHS Derby and Derbyshire Integrated Care Board,2018/19,12,1,676
E54000061,NHS South Yorkshire Integrated Care Board,2018/19,15,0,2607
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,7,1,465
E54000034,NHS Frimley Integrated Care Board,2018/19,15,1,5784
E54000034,NHS Frimley Integrated Care Board,2018/19,17,1,7374
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,23,0,2279
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,14,0,4137
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,17,1,6804
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,13,1,1413
E54000064,NHS Sussex Integrated Care Board,2019/20,7,0,244
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2018/19,18,0,19512
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,13,0,6354
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,7,1,654
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,10,1,5757
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,14,0,1955
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,9,0,5055
E54000055,NHS Birmingham and Solihull Integrated Care Board,2018/19,16,0,4712
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,6,0,198
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,11,0,54898
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,13,0,3186
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,20,1,10066
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,21,0,2993
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,3,1,912
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,10,0,6073
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,6,0,1496
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,4,0,942
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,14,0,2956
E54000064,NHS Sussex Integrated Care Board,2017/18,14,1,7787
E54000034,NHS Frimley Integrated Care Board,2017/18,13,0,1727
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,10,0,2755
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,18,1,14339
E54000030,NHS South East London Integrated Care Board,2021/22,14,0,16306
E54000026,NHS Mid and South Essex Integrated Care Board,2018/19,2,0,744
E54000059,NHS Northamptonshire Integrated Care Board,2017/18,17,1,546
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,23,0,2402
E54000028,NHS North Central London Integrated Care Board,2020/21,5,0,616
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,4,1,1568
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2018/19,15,0,1288
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,13,1,16026
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,6,0,1405
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,16,0,3273
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,0,1035
E54000030,NHS South East London Integrated Care Board,2020/21,7,1,11678
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,1,220
E54000064,NHS Sussex Integrated Care Board,2017/18,22,1,6729
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,20,0,10489
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,0,0,9849
E54000022,NHS Norfolk and Waveney Integrated Care Board,2017/18,21,0,1679
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,18,0,4118
E54000038,NHS Somerset Integrated Care Board,2019/20,22,1,277
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,8,0,5796
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,2,1,1574
E54000064,NHS Sussex Integrated Care Board,2021/22,13,1,1076
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,18,0,2052
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,6,1,4365
E54000022,NHS Norfolk and Waveney Integrated Care Board,2017/18,2,1,3075
E54000031,NHS South West London Integrated Care Board,2017/18,18,1,1378
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,7,1,323
NULL,NULL,2018/19,21,0,1
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,8,0,4227
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,16,0,5087
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,8,0,4380
E54000041,NHS Dorset Integrated Care Board,2017/18,6,0,411
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,22,1,16871
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2017/18,8,1,534
E54000029,NHS North East London Integrated Care Board,2020/21,3,0,3683
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,9,1,21306
E54000030,NHS South East London Integrated Care Board,2019/20,16,0,7919
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,7,0,2485
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,22,0,3284
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,23,0,1325
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,16,0,5250
E54000028,NHS North Central London Integrated Care Board,2018/19,21,0,979
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,0,0,5403
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,8,0,49003
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,17,0,4292
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,11,0,772
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,0,1,2677
E54000034,NHS Frimley Integrated Care Board,2018/19,16,1,6542
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,15,1,7885
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,18,0,11729
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,16,1,23987
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,5,1,1520
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,20,1,3549
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,0,0,4561
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,9,1,15946
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,1,0,1037
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,19,0,4609
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,1,193
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,5,1,3168
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,9,0,695
E54000030,NHS South East London Integrated Care Board,2020/21,19,0,13204
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,1,188
E54000022,NHS Norfolk and Waveney Integrated Care Board,2018/19,16,0,1759
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,18,1,756
NULL,NULL,2017/18,16,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,23,1,3212
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,7,0,3984
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,21,1,11332
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,7,0,1119
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,11,1,19720
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,10,1,18997
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,18,0,2509
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,0,0,836
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,19,0,17187
E54000041,NHS Dorset Integrated Care Board,2017/18,8,0,1139
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,22,0,1987
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2017/18,11,0,25541
E54000031,NHS South West London Integrated Care Board,2019/20,20,0,9053
E54000041,NHS Dorset Integrated Care Board,2019/20,10,0,3836
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,21,0,3664
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,20,1,12967
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2017/18,23,0,11171
E54000062,NHS Black Country Integrated Care Board,2020/21,5,0,1450
E54000028,NHS North Central London Integrated Care Board,2021/22,5,1,463
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,1,0,3767
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,9,1,5634
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,8,0,21692
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2017/18,6,1,640
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,18,1,1175
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2018/19,11,0,21893
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,15,1,15203
E54000027,NHS North West London Integrated Care Board,2020/21,15,0,14060
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2017/18,18,0,2360
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,21,1,3894
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,0,2593
E54000055,NHS Birmingham and Solihull Integrated Care Board,2018/19,6,1,2561
E54000031,NHS South West London Integrated Care Board,2017/18,1,1,334
E54000030,NHS South East London Integrated Care Board,2020/21,4,1,4291
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,1,0,793
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,16,1,5884
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,20,1,192
E54000034,NHS Frimley Integrated Care Board,2018/19,2,1,1825
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,7,0,4990
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,9,1,22111
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,7,0,917
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,17,0,6900
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,8,0,5684
E54000029,NHS North East London Integrated Care Board,2018/19,0,1,2213
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,15,0,3890
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2017/18,17,0,13368
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,20,1,21838
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,9,1,1211
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,9,0,36805
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,18,1,1596
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,6,1,8527
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,5,0,448
E54000064,NHS Sussex Integrated Care Board,2019/20,14,1,1050
E54000027,NHS North West London Integrated Care Board,2017/18,8,0,7884
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,2,1,1727
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,3,1,255
E54000064,NHS Sussex Integrated Care Board,2018/19,1,1,5254
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,2,1,153
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,8,0,11155
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,2,1,2216
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,21,0,39301
E54000037,NHS Devon Integrated Care Board,2021/22,22,0,254
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,17,0,4137
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2018/19,20,0,15434
E54000032,NHS Kent and Medway Integrated Care Board,2018/19,21,1,13548
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,11,0,6479
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2017/18,0,1,7052
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,16,0,11840
E54000063,NHS Surrey Heartlands Integrated Care Board,2018/19,21,1,8565
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,5,0,440
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,8,0,2830
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,8,1,914
E54000055,NHS Birmingham and Solihull Integrated Care Board,2018/19,1,0,1936
E54000030,NHS South East London Integrated Care Board,2019/20,11,0,8644
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,2,0,39
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,18,0,3137
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,4,0,1037
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,22,0,2427
E54000062,NHS Black Country Integrated Care Board,2018/19,10,0,4407
E54000061,NHS South Yorkshire Integrated Care Board,2018/19,21,0,2422
E54000041,NHS Dorset Integrated Care Board,2020/21,18,0,6810
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,13,0,1597
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,1,0,1049
E54000027,NHS North West London Integrated Care Board,2019/20,10,0,10026
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,13,0,3456
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,11,1,1098
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,12,1,16424
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,12,0,755
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,2,1,152
E54000030,NHS South East London Integrated Care Board,2019/20,9,0,9028
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,15,1,4133
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,23,1,8156
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,13,1,519
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,9,0,1868
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,16,1,534
E54000062,NHS Black Country Integrated Care Board,2020/21,5,1,2419
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,4,1,5164
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,20,1,5992
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,7,1,4573
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,13,0,13434
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,17,0,631
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,13,1,7504
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,9,0,1239
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,6,0,1207
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,19,0,26465
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,7,1,120
E54000038,NHS Somerset Integrated Care Board,2020/21,14,1,311
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,19,0,756
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,0,2484
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,0,1517
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,20,0,5121
E54000064,NHS Sussex Integrated Care Board,2018/19,9,1,20513
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,2,1,644
E54000054,NHS West Yorkshire Integrated Care Board,2017/18,18,0,4636
E54000030,NHS South East London Integrated Care Board,2017/18,7,1,3053
E54000041,NHS Dorset Integrated Care Board,2018/19,14,1,7856
E54000031,NHS South West London Integrated Care Board,2018/19,6,1,3329
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,0,1795
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2018/19,6,0,1441
E54000037,NHS Devon Integrated Care Board,2018/19,5,1,2271
E54000043,NHS Gloucestershire Integrated Care Board,2018/19,4,0,590
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,23,1,2183
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,19,0,2271
E54000031,NHS South West London Integrated Care Board,2017/18,19,1,1270
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,16,1,8502
E54000064,NHS Sussex Integrated Care Board,2019/20,10,1,1316
E54000064,NHS Sussex Integrated Care Board,2019/20,2,1,243
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,13,1,4111
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,23,0,1514
E54000064,NHS Sussex Integrated Care Board,2018/19,11,1,18576
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,4,1,145
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,16,0,649
E54000041,NHS Dorset Integrated Care Board,2020/21,14,1,5898
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,14,1,461
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,23,0,13050
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,23,0,13466
NULL,NULL,2020/21,10,0,1
E54000037,NHS Devon Integrated Care Board,2020/21,4,1,67
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,20,0,33123
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,13,0,17927
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,14,0,3859
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,16,0,3061
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,11,1,15900
E54000064,NHS Sussex Integrated Care Board,2020/21,13,1,1317
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,9,1,16603
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,23,0,4551
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,11,1,19915
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,2,0,1831
E54000034,NHS Frimley Integrated Care Board,2019/20,6,1,2707
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,15,0,1957
E54000028,NHS North Central London Integrated Care Board,2021/22,9,1,2705
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,17,1,4666
E54000031,NHS South West London Integrated Care Board,2021/22,5,1,2693
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,21,0,3962
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,15,1,19875
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,13,0,2042
E54000041,NHS Dorset Integrated Care Board,2017/18,17,0,1407
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,6,1,1513
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,2,0,133
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,4,0,1750
E54000029,NHS North East London Integrated Care Board,2020/21,9,1,23608
E54000029,NHS North East London Integrated Care Board,2019/20,22,1,12949
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,21,0,2284
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,4,1,128
E54000037,NHS Devon Integrated Care Board,2021/22,10,0,631
E54000027,NHS North West London Integrated Care Board,2020/21,20,1,22459
E54000029,NHS North East London Integrated Care Board,2020/21,11,1,26507
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,14,1,3418
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,18,0,13055
E54000028,NHS North Central London Integrated Care Board,2021/22,11,1,3081
E54000062,NHS Black Country Integrated Care Board,2018/19,23,1,4253
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,0,2871
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,20,1,24301
