ICB23CD,ICB23NM,Der_Financial_Year,toa,mh_snomed,attends
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,8,1,4286
E54000022,NHS Norfolk and Waveney Integrated Care Board,2018/19,17,0,1910
E54000028,NHS North Central London Integrated Care Board,2019/20,5,1,449
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2017/18,22,0,9840
E54000022,NHS Norfolk and Waveney Integrated Care Board,2018/19,2,1,3196
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,13,0,1748
E54000029,NHS North East London Integrated Care Board,2021/22,11,1,33245
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,11,1,632
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,10,0,4606
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,18,0,1267
E54000038,NHS Somerset Integrated Care Board,2021/22,17,0,249
E54000064,NHS Sussex Integrated Care Board,2017/18,23,0,404
E54000029,NHS North East London Integrated Care Board,2020/21,15,1,23162
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,12,1,962
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,16,0,8641
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,1,1954
E54000028,NHS North Central London Integrated Care Board,2020/21,11,1,3000
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,2,0,5981
E54000030,NHS South East London Integrated Care Board,2018/19,9,0,5509
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,0,0,4535
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,0,2345
E54000043,NHS Gloucestershire Integrated Care Board,2018/19,23,1,2176
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,16,1,1279
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,4,0,812
E54000030,NHS South East London Integrated Care Board,2018/19,7,1,6360
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,12,0,917
E54000062,NHS Black Country Integrated Care Board,2019/20,15,1,3969
E54000031,NHS South West London Integrated Care Board,2020/21,13,0,9941
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,21,1,9850
E54000037,NHS Devon Integrated Care Board,2018/19,20,1,10871
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2017/18,19,1,13791
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,22,0,1771
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,11,1,11189
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,3,1,149
E54000041,NHS Dorset Integrated Care Board,2019/20,1,0,1339
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,11,1,10055
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,10,0,26930
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,4,0,630
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,11,0,4256
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2018/19,3,1,2307
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,8,1,9688
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2017/18,20,0,2663
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,19,1,8430
E54000027,NHS North West London Integrated Care Board,2020/21,23,0,8571
E54000041,NHS Dorset Integrated Care Board,2018/19,14,0,1652
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,9,0,8229
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,8,1,18976
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,20,1,3880
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,6,0,5780
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,2,1,760
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,4,0,295
E54000064,NHS Sussex Integrated Care Board,2020/21,22,0,453
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,22,0,15127
E54000034,NHS Frimley Integrated Care Board,2020/21,10,0,4768
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,1,1,217
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,0,0,6398
E54000027,NHS North West London Integrated Care Board,2020/21,13,1,29778
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,2,0,897
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,13,0,2880
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,16,1,4154
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,15,1,3602
E54000029,NHS North East London Integrated Care Board,2019/20,15,0,10872
E54000041,NHS Dorset Integrated Care Board,2018/19,22,0,1574
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,21,0,307
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,14,0,19249
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,18,0,336
E54000030,NHS South East London Integrated Care Board,2017/18,9,1,5355
E54000029,NHS North East London Integrated Care Board,2021/22,14,1,28854
E54000038,NHS Somerset Integrated Care Board,2018/19,16,0,1589
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,19,1,9337
E54000064,NHS Sussex Integrated Care Board,2017/18,19,0,945
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,14,1,874
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,7,0,447
E54000034,NHS Frimley Integrated Care Board,2019/20,5,0,646
E54000037,NHS Devon Integrated Care Board,2021/22,10,1,607
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,22,1,5716
E54000041,NHS Dorset Integrated Care Board,2021/22,5,1,831
E54000037,NHS Devon Integrated Care Board,2018/19,12,1,8725
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,23,1,7146
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,2,0,1074
E54000041,NHS Dorset Integrated Care Board,2018/19,8,1,10977
E54000032,NHS Kent and Medway Integrated Care Board,2018/19,3,1,3010
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,8,1,4753
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,11,0,6554
E54000041,NHS Dorset Integrated Care Board,2020/21,0,0,2550
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,12,1,535
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,11,0,3993
E54000064,NHS Sussex Integrated Care Board,2020/21,23,1,391
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,19,1,2699
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,14,0,10525
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,17,0,804
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,15,0,7452
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,17,1,1600
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2018/19,0,1,2969
E54000028,NHS North Central London Integrated Care Board,2020/21,3,1,498
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,11,0,10641
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,18,1,6222
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,10,1,4704
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2017/18,3,0,3217
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2018/19,9,0,22598
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,2,1,3116
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2017/18,14,1,1286
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2018/19,4,0,3031
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,3,0,986
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2018/19,3,1,2064
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,18,0,5296
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2018/19,7,1,4972
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,11,1,4721
E54000028,NHS North Central London Integrated Care Board,2018/19,1,1,669
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,13,0,4910
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,20,1,15810
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,4,1,852
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,7,1,992
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,13,0,5155
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,1,3421
E54000034,NHS Frimley Integrated Care Board,2021/22,15,0,4746
NULL,NULL,2019/20,4,1,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,4,0,1561
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,10,0,4616
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,11,0,4429
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,19,1,844
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,1,1,206
E54000038,NHS Somerset Integrated Care Board,2020/21,22,0,178
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,18,0,17661
E54000061,NHS South Yorkshire Integrated Care Board,2018/19,12,0,2869
E54000043,NHS Gloucestershire Integrated Care Board,2017/18,6,1,987
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,9,1,1000
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,18,1,38866
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,19,1,10044
E54000028,NHS North Central London Integrated Care Board,2021/22,9,0,3033
E54000054,NHS West Yorkshire Integrated Care Board,2017/18,17,1,33766
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,12,1,18261
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,12,0,4757
E54000031,NHS South West London Integrated Care Board,2019/20,10,1,12791
E54000034,NHS Frimley Integrated Care Board,2018/19,20,1,9058
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,5,1,170
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,9,0,238
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,21,0,3017
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,21,1,10603
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2018/19,1,0,2308
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,3,1,822
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,0,1,5261
E54000037,NHS Devon Integrated Care Board,2017/18,15,0,3123
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,11,0,670
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,6,0,2705
E54000062,NHS Black Country Integrated Care Board,2017/18,12,0,2582
E54000038,NHS Somerset Integrated Care Board,2017/18,20,1,4635
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,0,1,3499
E54000041,NHS Dorset Integrated Care Board,2018/19,5,0,721
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,6,0,1240
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,12,1,17299
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,22,1,2836
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,11,0,328
E54000032,NHS Kent and Medway Integrated Care Board,2018/19,16,0,1833
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,13,0,8078
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,10,1,11766
E54000038,NHS Somerset Integrated Care Board,2020/21,18,1,344
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2017/18,3,0,3361
E54000034,NHS Frimley Integrated Care Board,2021/22,17,1,7456
E54000028,NHS North Central London Integrated Care Board,2021/22,11,0,3375
E54000031,NHS South West London Integrated Care Board,2020/21,6,0,2459
E54000037,NHS Devon Integrated Care Board,2021/22,23,0,273
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,7,1,9137
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,16,1,3729
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,16,1,6356
E54000038,NHS Somerset Integrated Care Board,2019/20,6,0,65
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,9,0,569
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,17,0,21522
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,19,0,35796
E54000054,NHS West Yorkshire Integrated Care Board,2017/18,12,1,32474
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,5,0,5612
NULL,NULL,2019/20,20,0,2
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,15,1,631
E54000028,NHS North Central London Integrated Care Board,2019/20,10,1,2887
E54000064,NHS Sussex Integrated Care Board,2018/19,23,1,8991
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2018/19,19,0,5220
E54000062,NHS Black Country Integrated Care Board,2021/22,13,1,1035
E54000026,NHS Mid and South Essex Integrated Care Board,2018/19,9,1,16936
E54000034,NHS Frimley Integrated Care Board,2020/21,3,1,1563
E54000038,NHS Somerset Integrated Care Board,2020/21,17,0,227
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,2,1,5205
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,23,0,1438
E54000028,NHS North Central London Integrated Care Board,2019/20,12,0,1976
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,19,1,554
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2017/18,15,1,400
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,8,0,20762
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,2,1,3315
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,9,1,12943
E54000041,NHS Dorset Integrated Care Board,2018/19,16,0,1592
E54000030,NHS South East London Integrated Care Board,2021/22,5,0,2820
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,12,0,3535
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2018/19,15,1,422
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,16,0,4402
E54000029,NHS North East London Integrated Care Board,2019/20,8,1,18332
E54000029,NHS North East London Integrated Care Board,2018/19,22,0,2688
E54000028,NHS North Central London Integrated Care Board,2020/21,6,0,741
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,21,0,4909
E54000062,NHS Black Country Integrated Care Board,2020/21,10,1,18021
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,23,0,7482
E54000038,NHS Somerset Integrated Care Board,2018/19,12,0,1581
E54000032,NHS Kent and Medway Integrated Care Board,2017/18,13,0,1273
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2018/19,14,0,3574
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,3,1,1365
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,6,0,698
E54000031,NHS South West London Integrated Care Board,2018/19,19,1,12391
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,18,0,6958
E54000027,NHS North West London Integrated Care Board,2017/18,6,1,1493
E54000027,NHS North West London Integrated Care Board,2020/21,20,0,13317
