Integrated care boards Code,Integrated care boards,Ethnic group (20 categories) Code,Ethnic group (20 categories),Age (7 categories) Code,Age (7 categories),Observation
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Aged 16 to 17 years,63
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Aged 18 to 20 years,82
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Aged 21 to 24 years,123
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Aged 25 to 29 years,103
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Aged 30 years and over,807
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,1,Aged 4 years and under,1132
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,2,Aged 5 to 15 years,2258
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,3,Aged 16 to 17 years,288
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,4,Aged 18 to 20 years,371
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,5,Aged 21 to 24 years,339
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,6,Aged 25 to 29 years,378
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,7,Aged 30 years and over,1479
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,1,Aged 4 years and under,418
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,2,Aged 5 to 15 years,872
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,3,Aged 16 to 17 years,136
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,4,Aged 18 to 20 years,117
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,5,Aged 21 to 24 years,118
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,6,Aged 25 to 29 years,99
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,7,Aged 30 years and over,567
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Aged 4 years and under,1319
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Aged 5 to 15 years,2465
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Aged 16 to 17 years,368
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Aged 18 to 20 years,511
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Aged 21 to 24 years,697
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Aged 25 to 29 years,802
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Aged 30 years and over,2596
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Aged 4 years and under,535
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Aged 5 to 15 years,1077
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Aged 16 to 17 years,161
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Aged 18 to 20 years,187
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Aged 21 to 24 years,240
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Aged 25 to 29 years,220
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Aged 30 years and over,1400
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Aged 4 years and under,47498
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Aged 5 to 15 years,116813
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Aged 16 to 17 years,20984
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Aged 18 to 20 years,28148
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Aged 21 to 24 years,42491
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Aged 25 to 29 years,56634
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Aged 30 years and over,680331
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,14,White: Irish,1,Aged 4 years and under,57
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,14,White: Irish,2,Aged 5 to 15 years,149
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,14,White: Irish,3,Aged 16 to 17 years,47
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,14,White: Irish,4,Aged 18 to 20 years,79
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,14,White: Irish,5,Aged 21 to 24 years,107
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,14,White: Irish,6,Aged 25 to 29 years,154
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,14,White: Irish,7,Aged 30 years and over,3726
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,15,White: Gypsy or Irish Traveller,1,Aged 4 years and under,51
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,15,White: Gypsy or Irish Traveller,2,Aged 5 to 15 years,180
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,15,White: Gypsy or Irish Traveller,3,Aged 16 to 17 years,31
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,15,White: Gypsy or Irish Traveller,4,Aged 18 to 20 years,38
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,15,White: Gypsy or Irish Traveller,5,Aged 21 to 24 years,74
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,15,White: Gypsy or Irish Traveller,6,Aged 25 to 29 years,83
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,15,White: Gypsy or Irish Traveller,7,Aged 30 years and over,448
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,16,White: Roma,1,Aged 4 years and under,58
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,16,White: Roma,2,Aged 5 to 15 years,120
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,16,White: Roma,3,Aged 16 to 17 years,30
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,16,White: Roma,4,Aged 18 to 20 years,38
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,16,White: Roma,5,Aged 21 to 24 years,69
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,16,White: Roma,6,Aged 25 to 29 years,112
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,16,White: Roma,7,Aged 30 years and over,567
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,17,White: Other White,1,Aged 4 years and under,2225
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,17,White: Other White,2,Aged 5 to 15 years,4180
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,17,White: Other White,3,Aged 16 to 17 years,609
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,17,White: Other White,4,Aged 18 to 20 years,1188
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,17,White: Other White,5,Aged 21 to 24 years,2009
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,17,White: Other White,6,Aged 25 to 29 years,4115
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,17,White: Other White,7,Aged 30 years and over,22484
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,18,Other ethnic group: Arab,1,Aged 4 years and under,106
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,18,Other ethnic group: Arab,2,Aged 5 to 15 years,314
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,18,Other ethnic group: Arab,3,Aged 16 to 17 years,33
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,18,Other ethnic group: Arab,4,Aged 18 to 20 years,83
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,18,Other ethnic group: Arab,5,Aged 21 to 24 years,105
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,18,Other ethnic group: Arab,6,Aged 25 to 29 years,101
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,18,Other ethnic group: Arab,7,Aged 30 years and over,777
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,19,Other ethnic group: Any other ethnic group,1,Aged 4 years and under,577
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,19,Other ethnic group: Any other ethnic group,2,Aged 5 to 15 years,1320
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,19,Other ethnic group: Any other ethnic group,3,Aged 16 to 17 years,324
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,19,Other ethnic group: Any other ethnic group,4,Aged 18 to 20 years,264
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,19,Other ethnic group: Any other ethnic group,5,Aged 21 to 24 years,384
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,19,Other ethnic group: Any other ethnic group,6,Aged 25 to 29 years,592
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,19,Other ethnic group: Any other ethnic group,7,Aged 30 years and over,4133
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",-8,Does not apply,1,Aged 4 years and under,0
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",-8,Does not apply,2,Aged 5 to 15 years,0
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",-8,Does not apply,3,Aged 16 to 17 years,0
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",-8,Does not apply,4,Aged 18 to 20 years,0
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",-8,Does not apply,5,Aged 21 to 24 years,0
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",-8,Does not apply,6,Aged 25 to 29 years,0
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",-8,Does not apply,7,Aged 30 years and over,0
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Aged 4 years and under,37
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Aged 5 to 15 years,81
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Aged 16 to 17 years,13
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Aged 18 to 20 years,10
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Aged 21 to 24 years,29
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Aged 25 to 29 years,45
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Aged 30 years and over,228
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",1,Aged 4 years and under,39
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",2,Aged 5 to 15 years,247
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",3,Aged 16 to 17 years,174
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",4,Aged 18 to 20 years,109
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",5,Aged 21 to 24 years,86
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",6,Aged 25 to 29 years,60
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",7,Aged 30 years and over,1013
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",1,Aged 4 years and under,381
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",2,Aged 5 to 15 years,893
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",3,Aged 16 to 17 years,137
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",4,Aged 18 to 20 years,140
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",5,Aged 21 to 24 years,274
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",6,Aged 25 to 29 years,507
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",7,Aged 30 years and over,3841
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",1,Aged 4 years and under,314
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",2,Aged 5 to 15 years,888
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",3,Aged 16 to 17 years,144
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",4,Aged 18 to 20 years,205
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",5,Aged 21 to 24 years,242
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",6,Aged 25 to 29 years,315
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",7,Aged 30 years and over,1702
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",1,Aged 4 years and under,108
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",2,Aged 5 to 15 years,317
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",3,Aged 16 to 17 years,88
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",4,Aged 18 to 20 years,74
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",5,Aged 21 to 24 years,94
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",6,Aged 25 to 29 years,122
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",7,Aged 30 years and over,1434
